Receptor	TF	Key
CFTR	NR3C2	CFTR_NR3C2
CFTR	JUND	CFTR_JUND
CFTR	MAF	CFTR_MAF
CFTR	NR3C1	CFTR_NR3C1
CFTR	GATA1	CFTR_GATA1
CFTR	HHEX	CFTR_HHEX
CFTR	TRAF6	CFTR_TRAF6
CFTR	FOXI1	CFTR_FOXI1
CFTR	ONECUT1	CFTR_ONECUT1
CFTR	CTCFL	CFTR_CTCFL
CFTR	CREM	CFTR_CREM
CFTR	FLI1	CFTR_FLI1
CFTR	NR1H4	CFTR_NR1H4
CFTR	SP1	CFTR_SP1
CFTR	SIN3A	CFTR_SIN3A
CFTR	CTCF	CFTR_CTCF
CFTR	SMAD3	CFTR_SMAD3
CFTR	MECP2	CFTR_MECP2
CFTR	ESR1	CFTR_ESR1
CFTR	SREBF1	CFTR_SREBF1
CFTR	NFIL3	CFTR_NFIL3
CFTR	ATF4	CFTR_ATF4
CFTR	TOP2B	CFTR_TOP2B
CFTR	ZNF143	CFTR_ZNF143
CFTR	RAD51	CFTR_RAD51
CFTR	KLF4	CFTR_KLF4
CFTR	LMO2	CFTR_LMO2
CFTR	WT1	CFTR_WT1
CFTR	NEUROG3	CFTR_NEUROG3
CFTR	PAX6	CFTR_PAX6
CFTR	GLI3	CFTR_GLI3
CFTR	STAT1	CFTR_STAT1
CFTR	MEF2D	CFTR_MEF2D
CFTR	ELF3	CFTR_ELF3
CFTR	SP100	CFTR_SP100
CFTR	ATM	CFTR_ATM
CFTR	IRF3	CFTR_IRF3
CFTR	CHD4	CFTR_CHD4
CFTR	NR1I3	CFTR_NR1I3
CFTR	ATF6	CFTR_ATF6
CFTR	NEUROD1	CFTR_NEUROD1
CFTR	NR1I2	CFTR_NR1I2
CFTR	SPDEF	CFTR_SPDEF
CFTR	SCAND1	CFTR_SCAND1
CFTR	CTNNB1	CFTR_CTNNB1
CFTR	PHOX2A	CFTR_PHOX2A
CFTR	MYC	CFTR_MYC
CFTR	EGR1	CFTR_EGR1
CFTR	HDAC1	CFTR_HDAC1
CFTR	BCL6	CFTR_BCL6
CFTR	HNF1B	CFTR_HNF1B
CFTR	FOXJ1	CFTR_FOXJ1
CFTR	ASCL1	CFTR_ASCL1
CFTR	TCF7L2	CFTR_TCF7L2
CFTR	PPARG	CFTR_PPARG
CFTR	SRSF1	CFTR_SRSF1
CFTR	STAT4	CFTR_STAT4
CFTR	JUN	CFTR_JUN
CFTR	PHOX2B	CFTR_PHOX2B
CFTR	NKX2-1	CFTR_NKX2-1
CFTR	CITED2	CFTR_CITED2
CFTR	SOX9	CFTR_SOX9
CFTR	NFE2L2	CFTR_NFE2L2
CFTR	FOS	CFTR_FOS
CFTR	USF2	CFTR_USF2
CFTR	XRCC6	CFTR_XRCC6
CFTR	TP53	CFTR_TP53
CFTR	BIN1	CFTR_BIN1
CFTR	CREB1	CFTR_CREB1
CFTR	TBP	CFTR_TBP
CFTR	TLX1	CFTR_TLX1
CFTR	YY1	CFTR_YY1
CFTR	BRCA2	CFTR_BRCA2
CFTR	UPF2	CFTR_UPF2
CFTR	HNRNPD	CFTR_HNRNPD
CFTR	JUNB	CFTR_JUNB
CFTR	HNF1A	CFTR_HNF1A
CFTR	TAL1	CFTR_TAL1
CFTR	CUX1	CFTR_CUX1
CFTR	HNF4A	CFTR_HNF4A
CFTR	XBP1	CFTR_XBP1
CFTR	EGF	CFTR_EGF
CFTR	POU5F1	CFTR_POU5F1
CFTR	PTF1A	CFTR_PTF1A
CFTR	TWIST1	CFTR_TWIST1
CFTR	TFAP2C	CFTR_TFAP2C
CFTR	UPF1	CFTR_UPF1
CFTR	NF1	CFTR_NF1
CFTR	SOX17	CFTR_SOX17
CFTR	SOX2	CFTR_SOX2
CFTR	EHF	CFTR_EHF
CFTR	HDAC7	CFTR_HDAC7
CFTR	EP300	CFTR_EP300
CFTR	FOXA1	CFTR_FOXA1
CFTR	ESR2	CFTR_ESR2
CFTR	FOXP2	CFTR_FOXP2
CFTR	MDM2	CFTR_MDM2
CFTR	STAT3	CFTR_STAT3
CFTR	CDX2	CFTR_CDX2
CFTR	DNMT1	CFTR_DNMT1
CFTR	IKBKB	CFTR_IKBKB
CFTR	UBP1	CFTR_UBP1
CFTR	TFAP2A	CFTR_TFAP2A
CFTR	PGR	CFTR_PGR
CFTR	HDAC9	CFTR_HDAC9
CFTR	RELA	CFTR_RELA
CFTR	CEBPB	CFTR_CEBPB
CFTR	BRCA1	CFTR_BRCA1
CFTR	AR	CFTR_AR
CFTR	SALL3	CFTR_SALL3
CFTR	NCOA2	CFTR_NCOA2
CFTR	CEBPD	CFTR_CEBPD
CFTR	GLI1	CFTR_GLI1
CFTR	FUS	CFTR_FUS
CFTR	HOXA7	CFTR_HOXA7
CFTR	DDIT3	CFTR_DDIT3
CFTR	TIAL1	CFTR_TIAL1
CFTR	FOXA3	CFTR_FOXA3
CFTR	FOXA2	CFTR_FOXA2
CFTR	CEBPZ	CFTR_CEBPZ
CFTR	HCFC1	CFTR_HCFC1
CFTR	SREBF2	CFTR_SREBF2
ITGA3	JUN	ITGA3_JUN
ITGA3	FOSL1	ITGA3_FOSL1
ITGA3	LMX1B	ITGA3_LMX1B
ITGA3	SOX9	ITGA3_SOX9
ITGA3	SRF	ITGA3_SRF
ITGA3	TSG101	ITGA3_TSG101
ITGA3	TP53	ITGA3_TP53
ITGA3	BIN1	ITGA3_BIN1
ITGA3	PAX2	ITGA3_PAX2
ITGA3	HOXC13	ITGA3_HOXC13
ITGA3	DLX3	ITGA3_DLX3
ITGA3	MYOD1	ITGA3_MYOD1
ITGA3	EGF	ITGA3_EGF
ITGA3	NR1H3	ITGA3_NR1H3
ITGA3	STAT5A	ITGA3_STAT5A
ITGA3	TFAP2C	ITGA3_TFAP2C
ITGA3	WT1	ITGA3_WT1
ITGA3	PAX6	ITGA3_PAX6
ITGA3	STAT1	ITGA3_STAT1
ITGA3	TEAD1	ITGA3_TEAD1
ITGA3	WWTR1	ITGA3_WWTR1
ITGA3	USF1	ITGA3_USF1
ITGA3	ABL1	ITGA3_ABL1
ITGA3	SIX1	ITGA3_SIX1
ITGA3	ETS1	ITGA3_ETS1
ITGA3	TEF	ITGA3_TEF
ITGA3	NOTCH3	ITGA3_NOTCH3
ITGA3	SNAI2	ITGA3_SNAI2
ITGA3	CTNNB1	ITGA3_CTNNB1
ITGA3	NR1H2	ITGA3_NR1H2
ITGA3	MYC	ITGA3_MYC
ITGA3	MEF2A	ITGA3_MEF2A
ITGA3	TIAL1	ITGA3_TIAL1
ITGA3	FHL2	ITGA3_FHL2
CD74	AIRE	CD74_AIRE
CD74	NKX2-3	CD74_NKX2-3
CD74	IFI16	CD74_IFI16
CD74	STAT2	CD74_STAT2
CD74	HOXA5	CD74_HOXA5
CD74	MXI1	CD74_MXI1
CD74	HOXC8	CD74_HOXC8
CD74	BATF	CD74_BATF
CD74	TNFAIP3	CD74_TNFAIP3
CD74	IRF9	CD74_IRF9
CD74	COPS5	CD74_COPS5
CD74	AHR	CD74_AHR
CD74	NFKBIA	CD74_NFKBIA
CD74	ATF3	CD74_ATF3
CD74	IRF1	CD74_IRF1
CD74	HOXB7	CD74_HOXB7
CD74	IRF4	CD74_IRF4
CD74	GATA3	CD74_GATA3
CD74	ATF5	CD74_ATF5
CD74	TSC22D3	CD74_TSC22D3
CD74	STAT1	CD74_STAT1
CD74	PITX1	CD74_PITX1
CD74	RUNX3	CD74_RUNX3
CD74	HOXA1	CD74_HOXA1
CD74	HOXC6	CD74_HOXC6
CD74	HOXA4	CD74_HOXA4
CD74	FOXO1	CD74_FOXO1
CD74	POU2AF1	CD74_POU2AF1
CD74	HOXB4	CD74_HOXB4
CD74	PDX1	CD74_PDX1
CD74	REL	CD74_REL
CD74	ZEB2	CD74_ZEB2
CD74	NFE2L1	CD74_NFE2L1
CD74	SIRT1	CD74_SIRT1
CD74	MYC	CD74_MYC
CD74	EGR1	CD74_EGR1
CD74	SPIB	CD74_SPIB
CD74	BCL6	CD74_BCL6
CD74	APEX1	CD74_APEX1
CD74	HOXD3	CD74_HOXD3
CD74	PRDM1	CD74_PRDM1
CD74	FHL2	CD74_FHL2
CD74	STAT4	CD74_STAT4
CD74	UBTF	CD74_UBTF
CD74	JUN	CD74_JUN
CD74	TBX21	CD74_TBX21
CD74	PHOX2B	CD74_PHOX2B
CD74	NKX2-1	CD74_NKX2-1
CD74	FOS	CD74_FOS
CD74	FOXP3	CD74_FOXP3
CD74	PIR	CD74_PIR
CD74	NFKB2	CD74_NFKB2
CD74	IRF2	CD74_IRF2
CD74	HOXD1	CD74_HOXD1
CD74	TP53	CD74_TP53
CD74	TBP	CD74_TBP
CD74	NKX2-5	CD74_NKX2-5
CD74	ETV6	CD74_ETV6
CD74	NFKB1	CD74_NFKB1
CD74	PLAG1	CD74_PLAG1
CD74	CUX1	CD74_CUX1
CD74	EGF	CD74_EGF
CD74	EBF1	CD74_EBF1
CD74	TBL1X	CD74_TBL1X
CD74	FOSB	CD74_FOSB
CD74	PPARGC1A	CD74_PPARGC1A
CD74	NKX3-1	CD74_NKX3-1
CD74	HOXB1	CD74_HOXB1
CD74	STAT6	CD74_STAT6
CD74	STAT5A	CD74_STAT5A
CD74	FOXO3	CD74_FOXO3
CD74	CIITA	CD74_CIITA
CD74	GBX2	CD74_GBX2
CD74	KLF3	CD74_KLF3
CD74	IRF8	CD74_IRF8
CD74	BCL3	CD74_BCL3
CD74	IRF7	CD74_IRF7
CD74	IKZF1	CD74_IKZF1
CD74	RELB	CD74_RELB
CD74	IRF5	CD74_IRF5
CD74	MDM2	CD74_MDM2
CD74	STAT3	CD74_STAT3
CD74	CEBPA	CD74_CEBPA
CD74	IKBKB	CD74_IKBKB
CD74	RELA	CD74_RELA
CD74	CEBPB	CD74_CEBPB
CD74	SPI1	CD74_SPI1
CD74	ATF1	CD74_ATF1
CD74	CEBPD	CD74_CEBPD
CD74	ZEB1	CD74_ZEB1
CD74	CDX1	CD74_CDX1
CD74	RFXAP	CD74_RFXAP
CD74	NPM1	CD74_NPM1
CD74	POU2F2	CD74_POU2F2
CD74	RFX5	CD74_RFX5
CD74	HOXA7	CD74_HOXA7
CD74	PLAGL2	CD74_PLAGL2
CD74	HIF1A	CD74_HIF1A
CD74	NKX2-2	CD74_NKX2-2
CD74	PAX5	CD74_PAX5
CD4	PPARD	CD4_PPARD
CD4	STAT4	CD4_STAT4
CD4	AIRE	CD4_AIRE
CD4	JUN	CD4_JUN
CD4	FOSL1	CD4_FOSL1
CD4	MAF	CD4_MAF
CD4	MYCN	CD4_MYCN
CD4	RUNX2	CD4_RUNX2
CD4	NR3C1	CD4_NR3C1
CD4	TBX21	CD4_TBX21
CD4	ID3	CD4_ID3
CD4	STAT2	CD4_STAT2
CD4	GATA1	CD4_GATA1
CD4	HAND2	CD4_HAND2
CD4	ATF2	CD4_ATF2
CD4	FOS	CD4_FOS
CD4	HDAC5	CD4_HDAC5
CD4	TRAF6	CD4_TRAF6
CD4	NFAT5	CD4_NFAT5
CD4	BATF	CD4_BATF
CD4	FOXP3	CD4_FOXP3
CD4	ZNRD1	CD4_ZNRD1
CD4	CRTC1	CD4_CRTC1
CD4	TBR1	CD4_TBR1
CD4	RUNX1	CD4_RUNX1
CD4	MED15	CD4_MED15
CD4	NFKB2	CD4_NFKB2
CD4	IRF2	CD4_IRF2
CD4	TNFAIP3	CD4_TNFAIP3
CD4	IRF9	CD4_IRF9
CD4	TP53	CD4_TP53
CD4	BIN1	CD4_BIN1
CD4	SCD5	CD4_SCD5
CD4	CREB1	CD4_CREB1
CD4	MYB	CD4_MYB
CD4	FOXP1	CD4_FOXP1
CD4	TBP	CD4_TBP
CD4	GFI1	CD4_GFI1
CD4	TLX1	CD4_TLX1
CD4	HDAC3	CD4_HDAC3
CD4	PAX2	CD4_PAX2
CD4	KLF1	CD4_KLF1
CD4	SLA2	CD4_SLA2
CD4	BRCA2	CD4_BRCA2
CD4	COPS5	CD4_COPS5
CD4	AHR	CD4_AHR
CD4	NFKB1	CD4_NFKB1
CD4	NFKBIA	CD4_NFKBIA
CD4	MLLT3	CD4_MLLT3
CD4	HTATIP2	CD4_HTATIP2
CD4	SNAI1	CD4_SNAI1
CD4	SMAD3	CD4_SMAD3
CD4	RORC	CD4_RORC
CD4	NAB2	CD4_NAB2
CD4	SMAD2	CD4_SMAD2
CD4	HNF1A	CD4_HNF1A
CD4	TAL1	CD4_TAL1
CD4	HDAC2	CD4_HDAC2
CD4	GFI1B	CD4_GFI1B
CD4	NCOR1	CD4_NCOR1
CD4	CREBBP	CD4_CREBBP
CD4	MECP2	CD4_MECP2
CD4	ESR1	CD4_ESR1
CD4	PARP1	CD4_PARP1
CD4	XBP1	CD4_XBP1
CD4	IRF1	CD4_IRF1
CD4	EGF	CD4_EGF
CD4	VDR	CD4_VDR
CD4	AATF	CD4_AATF
CD4	SF1	CD4_SF1
CD4	ATOH1	CD4_ATOH1
CD4	HOXA10	CD4_HOXA10
CD4	NFATC1	CD4_NFATC1
CD4	PPARGC1A	CD4_PPARGC1A
CD4	RAD51	CD4_RAD51
CD4	HLX	CD4_HLX
CD4	IRF4	CD4_IRF4
CD4	NFKBIB	CD4_NFKBIB
CD4	GATA3	CD4_GATA3
CD4	STAT6	CD4_STAT6
CD4	STAT5A	CD4_STAT5A
CD4	LMO2	CD4_LMO2
CD4	FOXO3	CD4_FOXO3
CD4	EGR2	CD4_EGR2
CD4	NFATC2	CD4_NFATC2
CD4	CIITA	CD4_CIITA
CD4	ID2	CD4_ID2
CD4	SMAD7	CD4_SMAD7
CD4	KAT5	CD4_KAT5
CD4	NF1	CD4_NF1
CD4	STAT1	CD4_STAT1
CD4	SATB1	CD4_SATB1
CD4	IRF8	CD4_IRF8
CD4	STAT5B	CD4_STAT5B
CD4	TCF3	CD4_TCF3
CD4	HOXA9	CD4_HOXA9
CD4	PIAS1	CD4_PIAS1
CD4	RUNX3	CD4_RUNX3
CD4	IRF7	CD4_IRF7
CD4	EP300	CD4_EP300
CD4	LEF1	CD4_LEF1
CD4	ATM	CD4_ATM
CD4	IKZF1	CD4_IKZF1
CD4	TCF7	CD4_TCF7
CD4	LYL1	CD4_LYL1
CD4	EOMES	CD4_EOMES
CD4	RELB	CD4_RELB
CD4	ESR2	CD4_ESR2
CD4	FOXO1	CD4_FOXO1
CD4	FOXP2	CD4_FOXP2
CD4	TP63	CD4_TP63
CD4	ABL1	CD4_ABL1
CD4	PRDM2	CD4_PRDM2
CD4	IRF5	CD4_IRF5
CD4	MDM2	CD4_MDM2
CD4	ETS1	CD4_ETS1
CD4	STAT3	CD4_STAT3
CD4	TCF12	CD4_TCF12
CD4	ZBTB16	CD4_ZBTB16
CD4	CEBPA	CD4_CEBPA
CD4	OLIG2	CD4_OLIG2
CD4	IKBKB	CD4_IKBKB
CD4	FOXE1	CD4_FOXE1
CD4	RARB	CD4_RARB
CD4	SIRT2	CD4_SIRT2
CD4	REL	CD4_REL
CD4	RELA	CD4_RELA
CD4	CEBPB	CD4_CEBPB
CD4	NR4A1	CD4_NR4A1
CD4	ZBTB7A	CD4_ZBTB7A
CD4	ETS2	CD4_ETS2
CD4	BRCA1	CD4_BRCA1
CD4	AR	CD4_AR
CD4	SPI1	CD4_SPI1
CD4	NRF1	CD4_NRF1
CD4	FOXC1	CD4_FOXC1
CD4	MEN1	CD4_MEN1
CD4	CEBPD	CD4_CEBPD
CD4	ZEB1	CD4_ZEB1
CD4	CTNNB1	CD4_CTNNB1
CD4	TFAP4	CD4_TFAP4
CD4	MYC	CD4_MYC
CD4	NPM1	CD4_NPM1
CD4	HDAC1	CD4_HDAC1
CD4	SPIB	CD4_SPIB
CD4	NELFCD	CD4_NELFCD
CD4	BCL6	CD4_BCL6
CD4	APBB1	CD4_APBB1
CD4	HOXA7	CD4_HOXA7
CD4	RARA	CD4_RARA
CD4	HIF1A	CD4_HIF1A
CD4	EWSR1	CD4_EWSR1
CD4	ASCL1	CD4_ASCL1
CD4	FOXO4	CD4_FOXO4
CD4	MLLT10	CD4_MLLT10
CD4	PRDM1	CD4_PRDM1
CD4	TCF7L2	CD4_TCF7L2
CD4	KLF2	CD4_KLF2
CD4	CEBPZ	CD4_CEBPZ
CD4	ENO1	CD4_ENO1
CD4	PPARG	CD4_PPARG
CD4	FHL2	CD4_FHL2
CD4	SRSF1	CD4_SRSF1
CD4	FOXM1	CD4_FOXM1
CD4	RBPJ	CD4_RBPJ
CD4	GATA2	CD4_GATA2
CD4	PAX5	CD4_PAX5
SCTR	FOS	SCTR_FOS
SCTR	BTF3	SCTR_BTF3
SCTR	NFAT5	SCTR_NFAT5
SCTR	TP53	SCTR_TP53
SCTR	SP3	SCTR_SP3
SCTR	HNF1A	SCTR_HNF1A
SCTR	EGF	SCTR_EGF
SCTR	TWIST2	SCTR_TWIST2
SCTR	FOXO1	SCTR_FOXO1
SCTR	TCF7L2	SCTR_TCF7L2
SCTR	EN1	SCTR_EN1
RTN4R	NKX2-3	RTN4R_NKX2-3
RTN4R	CNBP	RTN4R_CNBP
RTN4R	MYB	RTN4R_MYB
RTN4R	MYBL2	RTN4R_MYBL2
RTN4R	SUPT3H	RTN4R_SUPT3H
RTN4R	ID2	RTN4R_ID2
RTN4R	CDC5L	RTN4R_CDC5L
RTN4R	MEF2C	RTN4R_MEF2C
RTN4R	TCF3	RTN4R_TCF3
RTN4R	ID4	RTN4R_ID4
RTN4R	OTX2	RTN4R_OTX2
RTN4R	CRX	RTN4R_CRX
RTN4R	SOX10	RTN4R_SOX10
RTN4R	TCF12	RTN4R_TCF12
RTN4R	OLIG2	RTN4R_OLIG2
RTN4R	TBX5	RTN4R_TBX5
RTN4R	CTNNB1	RTN4R_CTNNB1
RTN4R	MYC	RTN4R_MYC
RTN4R	APBB1	RTN4R_APBB1
RTN4R	ASCL1	RTN4R_ASCL1
RTN4R	NPAS3	RTN4R_NPAS3
RTN4R	JUN	RTN4R_JUN
RTN4R	MYCN	RTN4R_MYCN
RTN4R	DDX5	RTN4R_DDX5
RTN4R	PHOX2B	RTN4R_PHOX2B
RTN4R	ID3	RTN4R_ID3
RTN4R	ID1	RTN4R_ID1
RTN4R	FOS	RTN4R_FOS
RTN4R	BPTF	RTN4R_BPTF
RTN4R	TP53	RTN4R_TP53
RTN4R	CREB1	RTN4R_CREB1
RTN4R	NKX2-5	RTN4R_NKX2-5
RTN4R	HNRNPD	RTN4R_HNRNPD
RTN4R	EGF	RTN4R_EGF
RTN4R	NRL	RTN4R_NRL
RTN4R	MYBL1	RTN4R_MYBL1
RTN4R	NF1	RTN4R_NF1
RTN4R	TCF4	RTN4R_TCF4
RTN4R	SKIL	RTN4R_SKIL
RTN4R	ESR2	RTN4R_ESR2
RTN4R	STAT3	RTN4R_STAT3
RTN4R	SPI1	RTN4R_SPI1
RTN4R	RBL1	RTN4R_RBL1
RTN4R	SNW1	RTN4R_SNW1
RTN4R	E2F6	RTN4R_E2F6
TNFRSF17	STAT4	TNFRSF17_STAT4
TNFRSF17	JUN	TNFRSF17_JUN
TNFRSF17	MAF	TNFRSF17_MAF
TNFRSF17	ID3	TNFRSF17_ID3
TNFRSF17	STAT2	TNFRSF17_STAT2
TNFRSF17	TRAF6	TNFRSF17_TRAF6
TNFRSF17	POU2F1	TNFRSF17_POU2F1
TNFRSF17	NFKB2	TNFRSF17_NFKB2
TNFRSF17	TNFAIP3	TNFRSF17_TNFAIP3
TNFRSF17	TP53	TNFRSF17_TP53
TNFRSF17	CREB1	TNFRSF17_CREB1
TNFRSF17	CREM	TNFRSF17_CREM
TNFRSF17	ATRX	TNFRSF17_ATRX
TNFRSF17	NKX2-5	TNFRSF17_NKX2-5
TNFRSF17	NFKB1	TNFRSF17_NFKB1
TNFRSF17	NFKBIA	TNFRSF17_NFKBIA
TNFRSF17	FOXF1	TNFRSF17_FOXF1
TNFRSF17	CREBBP	TNFRSF17_CREBBP
TNFRSF17	MECP2	TNFRSF17_MECP2
TNFRSF17	ESR1	TNFRSF17_ESR1
TNFRSF17	XBP1	TNFRSF17_XBP1
TNFRSF17	BACH2	TNFRSF17_BACH2
TNFRSF17	EGF	TNFRSF17_EGF
TNFRSF17	SUZ12	TNFRSF17_SUZ12
TNFRSF17	RAD51	TNFRSF17_RAD51
TNFRSF17	IRF4	TNFRSF17_IRF4
TNFRSF17	NFKBIB	TNFRSF17_NFKBIB
TNFRSF17	FOXO3	TNFRSF17_FOXO3
TNFRSF17	CIITA	TNFRSF17_CIITA
TNFRSF17	GTF2A1	TNFRSF17_GTF2A1
TNFRSF17	CDCA7L	TNFRSF17_CDCA7L
TNFRSF17	NF1	TNFRSF17_NF1
TNFRSF17	STAT1	TNFRSF17_STAT1
TNFRSF17	MEF2C	TNFRSF17_MEF2C
TNFRSF17	IRF7	TNFRSF17_IRF7
TNFRSF17	EP300	TNFRSF17_EP300
TNFRSF17	PREB	TNFRSF17_PREB
TNFRSF17	ATM	TNFRSF17_ATM
TNFRSF17	IKZF1	TNFRSF17_IKZF1
TNFRSF17	DNMT3A	TNFRSF17_DNMT3A
TNFRSF17	DNMT3L	TNFRSF17_DNMT3L
TNFRSF17	RELB	TNFRSF17_RELB
TNFRSF17	POU2AF1	TNFRSF17_POU2AF1
TNFRSF17	IRF5	TNFRSF17_IRF5
TNFRSF17	STAT3	TNFRSF17_STAT3
TNFRSF17	DNMT1	TNFRSF17_DNMT1
TNFRSF17	IKBKB	TNFRSF17_IKBKB
TNFRSF17	PGR	TNFRSF17_PGR
TNFRSF17	REL	TNFRSF17_REL
TNFRSF17	RELA	TNFRSF17_RELA
TNFRSF17	CTNNB1	TNFRSF17_CTNNB1
TNFRSF17	THRB	TNFRSF17_THRB
TNFRSF17	MYC	TNFRSF17_MYC
TNFRSF17	POU2F2	TNFRSF17_POU2F2
TNFRSF17	LHX2	TNFRSF17_LHX2
TNFRSF17	SPIB	TNFRSF17_SPIB
TNFRSF17	BCL6	TNFRSF17_BCL6
TNFRSF17	EZH2	TNFRSF17_EZH2
TNFRSF17	PRDM14	TNFRSF17_PRDM14
TNFRSF17	HIF1A	TNFRSF17_HIF1A
TNFRSF17	PRDM1	TNFRSF17_PRDM1
TNFRSF17	PAX5	TNFRSF17_PAX5
KCNQ1	ZFHX3	KCNQ1_ZFHX3
KCNQ1	NR3C2	KCNQ1_NR3C2
KCNQ1	MAF	KCNQ1_MAF
KCNQ1	ZIC3	KCNQ1_ZIC3
KCNQ1	HHEX	KCNQ1_HHEX
KCNQ1	TBX20	KCNQ1_TBX20
KCNQ1	FOXI1	KCNQ1_FOXI1
KCNQ1	CRTC1	KCNQ1_CRTC1
KCNQ1	FOXH1	KCNQ1_FOXH1
KCNQ1	SCD5	KCNQ1_SCD5
KCNQ1	CTCFL	KCNQ1_CTCFL
KCNQ1	POU2F3	KCNQ1_POU2F3
KCNQ1	NANOG	KCNQ1_NANOG
KCNQ1	CTCF	KCNQ1_CTCF
KCNQ1	KLF14	KCNQ1_KLF14
KCNQ1	MECP2	KCNQ1_MECP2
KCNQ1	ESR1	KCNQ1_ESR1
KCNQ1	SUZ12	KCNQ1_SUZ12
KCNQ1	KLF4	KCNQ1_KLF4
KCNQ1	GLI3	KCNQ1_GLI3
KCNQ1	SP4	KCNQ1_SP4
KCNQ1	MEF2C	KCNQ1_MEF2C
KCNQ1	KCNIP3	KCNQ1_KCNIP3
KCNQ1	GATA5	KCNQ1_GATA5
KCNQ1	PITX2	KCNQ1_PITX2
KCNQ1	DNMT3L	KCNQ1_DNMT3L
KCNQ1	HOXC11	KCNQ1_HOXC11
KCNQ1	POU3F4	KCNQ1_POU3F4
KCNQ1	PDX1	KCNQ1_PDX1
KCNQ1	NEUROD1	KCNQ1_NEUROD1
KCNQ1	TBX5	KCNQ1_TBX5
KCNQ1	TBX3	KCNQ1_TBX3
KCNQ1	GATA4	KCNQ1_GATA4
KCNQ1	MYC	KCNQ1_MYC
KCNQ1	HNF1B	KCNQ1_HNF1B
KCNQ1	RFX3	KCNQ1_RFX3
KCNQ1	TCF7L2	KCNQ1_TCF7L2
KCNQ1	PPARG	KCNQ1_PPARG
KCNQ1	FOXM1	KCNQ1_FOXM1
KCNQ1	PA2G4	KCNQ1_PA2G4
KCNQ1	PAX4	KCNQ1_PAX4
KCNQ1	SRF	KCNQ1_SRF
KCNQ1	SHOX2	KCNQ1_SHOX2
KCNQ1	WDR5	KCNQ1_WDR5
KCNQ1	TP53	KCNQ1_TP53
KCNQ1	CREB1	KCNQ1_CREB1
KCNQ1	TFAP2B	KCNQ1_TFAP2B
KCNQ1	NKX2-5	KCNQ1_NKX2-5
KCNQ1	YY1	KCNQ1_YY1
KCNQ1	GATA6	KCNQ1_GATA6
KCNQ1	PLAG1	KCNQ1_PLAG1
KCNQ1	TP73	KCNQ1_TP73
KCNQ1	RREB1	KCNQ1_RREB1
KCNQ1	HNF1A	KCNQ1_HNF1A
KCNQ1	HNF4A	KCNQ1_HNF4A
KCNQ1	MYOD1	KCNQ1_MYOD1
KCNQ1	POU5F1	KCNQ1_POU5F1
KCNQ1	PROX1	KCNQ1_PROX1
KCNQ1	CBX7	KCNQ1_CBX7
KCNQ1	HMGA2	KCNQ1_HMGA2
KCNQ1	EHMT2	KCNQ1_EHMT2
KCNQ1	DEDD	KCNQ1_DEDD
KCNQ1	IRF8	KCNQ1_IRF8
KCNQ1	SOX2	KCNQ1_SOX2
KCNQ1	PLAGL1	KCNQ1_PLAGL1
KCNQ1	IKZF1	KCNQ1_IKZF1
KCNQ1	DNMT3A	KCNQ1_DNMT3A
KCNQ1	DLX5	KCNQ1_DLX5
KCNQ1	ISL1	KCNQ1_ISL1
KCNQ1	DNMT1	KCNQ1_DNMT1
KCNQ1	CEBPA	KCNQ1_CEBPA
KCNQ1	L3MBTL1	KCNQ1_L3MBTL1
KCNQ1	IKBKB	KCNQ1_IKBKB
KCNQ1	AR	KCNQ1_AR
KCNQ1	SPI1	KCNQ1_SPI1
KCNQ1	SMARCA4	KCNQ1_SMARCA4
KCNQ1	HDAC4	KCNQ1_HDAC4
KCNQ1	FUS	KCNQ1_FUS
KCNQ1	BCL11A	KCNQ1_BCL11A
KCNQ1	GLIS3	KCNQ1_GLIS3
KCNQ1	BHLHE41	KCNQ1_BHLHE41
KCNQ1	EZH2	KCNQ1_EZH2
TNFRSF1A	STAT4	TNFRSF1A_STAT4
TNFRSF1A	AIRE	TNFRSF1A_AIRE
TNFRSF1A	JUN	TNFRSF1A_JUN
TNFRSF1A	NKX2-3	TNFRSF1A_NKX2-3
TNFRSF1A	IFI16	TNFRSF1A_IFI16
TNFRSF1A	FOSL1	TNFRSF1A_FOSL1
TNFRSF1A	JUND	TNFRSF1A_JUND
TNFRSF1A	MAF	TNFRSF1A_MAF
TNFRSF1A	RUNX2	TNFRSF1A_RUNX2
TNFRSF1A	DDX5	TNFRSF1A_DDX5
TNFRSF1A	NR3C1	TNFRSF1A_NR3C1
TNFRSF1A	ZFP36	TNFRSF1A_ZFP36
TNFRSF1A	TBX21	TNFRSF1A_TBX21
TNFRSF1A	PHOX2B	TNFRSF1A_PHOX2B
TNFRSF1A	HIPK2	TNFRSF1A_HIPK2
TNFRSF1A	CITED2	TNFRSF1A_CITED2
TNFRSF1A	STAT2	TNFRSF1A_STAT2
TNFRSF1A	GATA1	TNFRSF1A_GATA1
TNFRSF1A	HOXA5	TNFRSF1A_HOXA5
TNFRSF1A	ATF2	TNFRSF1A_ATF2
TNFRSF1A	NFE2L2	TNFRSF1A_NFE2L2
TNFRSF1A	FOS	TNFRSF1A_FOS
TNFRSF1A	MXI1	TNFRSF1A_MXI1
TNFRSF1A	TRAF6	TNFRSF1A_TRAF6
TNFRSF1A	BATF	TNFRSF1A_BATF
