Receptor	TF	Key
EGFR	FOXL2	EGFR_FOXL2
EGFR	ELF3	EGFR_ELF3
EGFR	HOXA9	EGFR_HOXA9
EGFR	GABPB2	EGFR_GABPB2
EGFR	PITX1	EGFR_PITX1
EGFR	RUNX3	EGFR_RUNX3
EGFR	BMI1	EGFR_BMI1
EGFR	ESRRB	EGFR_ESRRB
EGFR	NCOA1	EGFR_NCOA1
EGFR	ATM	EGFR_ATM
EGFR	RXRA	EGFR_RXRA
EGFR	GATA5	EGFR_GATA5
EGFR	HOXC6	EGFR_HOXC6
EGFR	TCF7	EGFR_TCF7
EGFR	MTA2	EGFR_MTA2
EGFR	IRF3	EGFR_IRF3
EGFR	PITX2	EGFR_PITX2
EGFR	VHL	EGFR_VHL
EGFR	OTX2	EGFR_OTX2
EGFR	HOXA4	EGFR_HOXA4
EGFR	WWTR1	EGFR_WWTR1
EGFR	FOXO1	EGFR_FOXO1
EGFR	MSX1	EGFR_MSX1
EGFR	POU3F4	EGFR_POU3F4
EGFR	ABL1	EGFR_ABL1
EGFR	SOX10	EGFR_SOX10
EGFR	WHSC1	EGFR_WHSC1
EGFR	HOXB4	EGFR_HOXB4
EGFR	PDX1	EGFR_PDX1
EGFR	TCF12	EGFR_TCF12
EGFR	CHD4	EGFR_CHD4
EGFR	ZBTB16	EGFR_ZBTB16
EGFR	FOXN1	EGFR_FOXN1
EGFR	NFIC	EGFR_NFIC
EGFR	OLIG2	EGFR_OLIG2
EGFR	NFIX	EGFR_NFIX
EGFR	ELK3	EGFR_ELK3
EGFR	NR1I3	EGFR_NR1I3
EGFR	ATF6	EGFR_ATF6
EGFR	NEUROD1	EGFR_NEUROD1
EGFR	ELK4	EGFR_ELK4
EGFR	LDB1	EGFR_LDB1
EGFR	NR1I2	EGFR_NR1I2
EGFR	KLF6	EGFR_KLF6
EGFR	POU4F1	EGFR_POU4F1
EGFR	SIRT2	EGFR_SIRT2
EGFR	REL	EGFR_REL
EGFR	TP53BP1	EGFR_TP53BP1
EGFR	ZNF217	EGFR_ZNF217
EGFR	ZEB2	EGFR_ZEB2
EGFR	SPDEF	EGFR_SPDEF
EGFR	ETS2	EGFR_ETS2
EGFR	TBX5	EGFR_TBX5
EGFR	TBX3	EGFR_TBX3
EGFR	TSC22D1	EGFR_TSC22D1
EGFR	NR0B1	EGFR_NR0B1
EGFR	NR5A2	EGFR_NR5A2
EGFR	SIRT1	EGFR_SIRT1
EGFR	SCAND1	EGFR_SCAND1
EGFR	ILF3	EGFR_ILF3
EGFR	EBF3	EGFR_EBF3
EGFR	RFXANK	EGFR_RFXANK
EGFR	CTNNB1	EGFR_CTNNB1
EGFR	KLF8	EGFR_KLF8
EGFR	NCOA4	EGFR_NCOA4
EGFR	GATA4	EGFR_GATA4
EGFR	SOX5	EGFR_SOX5
EGFR	MEIS2	EGFR_MEIS2
EGFR	CRABP2	EGFR_CRABP2
EGFR	MYC	EGFR_MYC
EGFR	FUBP1	EGFR_FUBP1
EGFR	ARID3A	EGFR_ARID3A
EGFR	EGR1	EGFR_EGR1
EGFR	HDAC1	EGFR_HDAC1
EGFR	LHX2	EGFR_LHX2
EGFR	BCL6	EGFR_BCL6
EGFR	APEX1	EGFR_APEX1
EGFR	APBB1	EGFR_APBB1
EGFR	SLC2A4RG	EGFR_SLC2A4RG
EGFR	MEF2A	EGFR_MEF2A
EGFR	SALL4	EGFR_SALL4
EGFR	SP2	EGFR_SP2
EGFR	SMAD4	EGFR_SMAD4
EGFR	FOXJ1	EGFR_FOXJ1
EGFR	EWSR1	EGFR_EWSR1
EGFR	HOXD3	EGFR_HOXD3
EGFR	CREB3	EGFR_CREB3
EGFR	ASCL1	EGFR_ASCL1
EGFR	NCOR2	EGFR_NCOR2
EGFR	ONECUT2	EGFR_ONECUT2
EGFR	ELL	EGFR_ELL
EGFR	AIP	EGFR_AIP
EGFR	MTA1	EGFR_MTA1
EGFR	NPAS3	EGFR_NPAS3
EGFR	PRDM1	EGFR_PRDM1
EGFR	HOPX	EGFR_HOPX
EGFR	JARID2	EGFR_JARID2
EGFR	TCF7L2	EGFR_TCF7L2
EGFR	KLF2	EGFR_KLF2
EGFR	E2F4	EGFR_E2F4
EGFR	EN1	EGFR_EN1
EGFR	PPARG	EGFR_PPARG
EGFR	FHL2	EGFR_FHL2
EGFR	SRSF1	EGFR_SRSF1
EGFR	FOXM1	EGFR_FOXM1
EGFR	ING1	EGFR_ING1
EGFR	CTBP1	EGFR_CTBP1
EGFR	MSX2	EGFR_MSX2
EGFR	NR2E3	EGFR_NR2E3
EGFR	STAT4	EGFR_STAT4
EGFR	UBTF	EGFR_UBTF
EGFR	JUN	EGFR_JUN
EGFR	FOSL1	EGFR_FOSL1
EGFR	MYCN	EGFR_MYCN
EGFR	SSX2	EGFR_SSX2
EGFR	DDX5	EGFR_DDX5
EGFR	MEIS1	EGFR_MEIS1
EGFR	RARG	EGFR_RARG
EGFR	DUX4	EGFR_DUX4
EGFR	FOXL1	EGFR_FOXL1
EGFR	KLF10	EGFR_KLF10
EGFR	NKX2-1	EGFR_NKX2-1
EGFR	CITED2	EGFR_CITED2
EGFR	ID3	EGFR_ID3
EGFR	BTG2	EGFR_BTG2
EGFR	PA2G4	EGFR_PA2G4
EGFR	TRRAP	EGFR_TRRAP
EGFR	HOXB13	EGFR_HOXB13
EGFR	ID1	EGFR_ID1
EGFR	SOX9	EGFR_SOX9
EGFR	MTA3	EGFR_MTA3
EGFR	NFE2L2	EGFR_NFE2L2
EGFR	FOS	EGFR_FOS
EGFR	THRA	EGFR_THRA
EGFR	PAX4	EGFR_PAX4
EGFR	SRF	EGFR_SRF
EGFR	MAFB	EGFR_MAFB
EGFR	SOX11	EGFR_SOX11
EGFR	BPTF	EGFR_BPTF
EGFR	PAX8	EGFR_PAX8
EGFR	HDAC5	EGFR_HDAC5
EGFR	FOXP3	EGFR_FOXP3
EGFR	PIAS3	EGFR_PIAS3
EGFR	XRCC6	EGFR_XRCC6
EGFR	NFKB2	EGFR_NFKB2
EGFR	E2F5	EGFR_E2F5
EGFR	MITF	EGFR_MITF
EGFR	HOXD1	EGFR_HOXD1
EGFR	TP53	EGFR_TP53
EGFR	BIN1	EGFR_BIN1
EGFR	CREB1	EGFR_CREB1
EGFR	FOXP1	EGFR_FOXP1
EGFR	TBP	EGFR_TBP
EGFR	RB1	EGFR_RB1
EGFR	GFI1	EGFR_GFI1
EGFR	FOSL2	EGFR_FOSL2
EGFR	EGR3	EGFR_EGR3
EGFR	SP3	EGFR_SP3
EGFR	KLF1	EGFR_KLF1
EGFR	NKX2-5	EGFR_NKX2-5
EGFR	SOX6	EGFR_SOX6
EGFR	SLA2	EGFR_SLA2
EGFR	YY1	EGFR_YY1
EGFR	BRCA2	EGFR_BRCA2
EGFR	ETV6	EGFR_ETV6
EGFR	NR4A3	EGFR_NR4A3
EGFR	ETV1	EGFR_ETV1
EGFR	NFKB1	EGFR_NFKB1
EGFR	MDM4	EGFR_MDM4
EGFR	TFDP1	EGFR_TFDP1
EGFR	GATA6	EGFR_GATA6
EGFR	PLAG1	EGFR_PLAG1
EGFR	ASXL1	EGFR_ASXL1
EGFR	HTATIP2	EGFR_HTATIP2
EGFR	MED23	EGFR_MED23
EGFR	HEY2	EGFR_HEY2
EGFR	MAML1	EGFR_MAML1
EGFR	HES1	EGFR_HES1
EGFR	TP73	EGFR_TP73
EGFR	JUNB	EGFR_JUNB
EGFR	RREB1	EGFR_RREB1
EGFR	HNF1A	EGFR_HNF1A
EGFR	TAF1	EGFR_TAF1
EGFR	TLE3	EGFR_TLE3
EGFR	E2F2	EGFR_E2F2
EGFR	TAL1	EGFR_TAL1
EGFR	CUX1	EGFR_CUX1
EGFR	NFIB	EGFR_NFIB
EGFR	HNF4A	EGFR_HNF4A
EGFR	CREBBP	EGFR_CREBBP
EGFR	PARP1	EGFR_PARP1
EGFR	XBP1	EGFR_XBP1
EGFR	KAT6A	EGFR_KAT6A
EGFR	MYOG	EGFR_MYOG
EGFR	GLI2	EGFR_GLI2
EGFR	MYOD1	EGFR_MYOD1
EGFR	NCOA3	EGFR_NCOA3
EGFR	EGF	EGFR_EGF
EGFR	POU5F1	EGFR_POU5F1
EGFR	PTF1A	EGFR_PTF1A
EGFR	BARD1	EGFR_BARD1
EGFR	VDR	EGFR_VDR
EGFR	NR2F1	EGFR_NR2F1
EGFR	MCM2	EGFR_MCM2
EGFR	EBF1	EGFR_EBF1
EGFR	PROX1	EGFR_PROX1
EGFR	NRL	EGFR_NRL
EGFR	TBL1X	EGFR_TBL1X
EGFR	PPARA	EGFR_PPARA
EGFR	MZF1	EGFR_MZF1
EGFR	TWIST2	EGFR_TWIST2
EGFR	FOSB	EGFR_FOSB
EGFR	LIN28A	EGFR_LIN28A
EGFR	NFATC1	EGFR_NFATC1
EGFR	PPARGC1A	EGFR_PPARGC1A
EGFR	NKX3-1	EGFR_NKX3-1
EGFR	HOXB1	EGFR_HOXB1
EGFR	STAT6	EGFR_STAT6
EGFR	TWIST1	EGFR_TWIST1
EGFR	STAT5A	EGFR_STAT5A
EGFR	TFAP2C	EGFR_TFAP2C
EGFR	ETV4	EGFR_ETV4
EGFR	FOXO3	EGFR_FOXO3
EGFR	MYBL1	EGFR_MYBL1
EGFR	EGR2	EGFR_EGR2
EGFR	KLF5	EGFR_KLF5
EGFR	HMGA2	EGFR_HMGA2
EGFR	SMAD7	EGFR_SMAD7
EGFR	KAT5	EGFR_KAT5
EGFR	EHMT2	EGFR_EHMT2
EGFR	RORA	EGFR_RORA
EGFR	TEAD4	EGFR_TEAD4
EGFR	NF1	EGFR_NF1
EGFR	SOX17	EGFR_SOX17
EGFR	ZNF148	EGFR_ZNF148
EGFR	SATB1	EGFR_SATB1
EGFR	E2F3	EGFR_E2F3
EGFR	EIF2AK2	EGFR_EIF2AK2
EGFR	MAZ	EGFR_MAZ
EGFR	SOX2	EGFR_SOX2
EGFR	TCF4	EGFR_TCF4
EGFR	BCL3	EGFR_BCL3
EGFR	SKIL	EGFR_SKIL
EGFR	EHF	EGFR_EHF
EGFR	HDAC7	EGFR_HDAC7
EGFR	ZBTB14	EGFR_ZBTB14
EGFR	IRF7	EGFR_IRF7
EGFR	NFATC3	EGFR_NFATC3
EGFR	EP300	EGFR_EP300
EGFR	LEF1	EGFR_LEF1
EGFR	SOX4	EGFR_SOX4
EGFR	TEAD1	EGFR_TEAD1
EGFR	FOXA1	EGFR_FOXA1
EGFR	IKZF1	EGFR_IKZF1
EGFR	HEY1	EGFR_HEY1
EGFR	EOMES	EGFR_EOMES
EGFR	ING4	EGFR_ING4
EGFR	DNMT3A	EGFR_DNMT3A
EGFR	RELB	EGFR_RELB
EGFR	ESR2	EGFR_ESR2
EGFR	FOXP2	EGFR_FOXP2
EGFR	TP63	EGFR_TP63
EGFR	USF1	EGFR_USF1
EGFR	PRDM2	EGFR_PRDM2
EGFR	POU1F1	EGFR_POU1F1
EGFR	SIX1	EGFR_SIX1
EGFR	MDM2	EGFR_MDM2
EGFR	ETS1	EGFR_ETS1
EGFR	STAT3	EGFR_STAT3
EGFR	TRERF1	EGFR_TRERF1
EGFR	CDX2	EGFR_CDX2
EGFR	ISL1	EGFR_ISL1
EGFR	DNMT1	EGFR_DNMT1
EGFR	CEBPA	EGFR_CEBPA
EGFR	HOXD13	EGFR_HOXD13
EGFR	IKBKB	EGFR_IKBKB
EGFR	FOXE1	EGFR_FOXE1
EGFR	TFAP2A	EGFR_TFAP2A
EGFR	RARB	EGFR_RARB
EGFR	RUNX1T1	EGFR_RUNX1T1
EGFR	HOXA11	EGFR_HOXA11
EGFR	POU3F1	EGFR_POU3F1
EGFR	PGR	EGFR_PGR
EGFR	GABPB1	EGFR_GABPB1
EGFR	SMAD1	EGFR_SMAD1
EGFR	HDAC9	EGFR_HDAC9
EGFR	SIRT3	EGFR_SIRT3
EGFR	RELA	EGFR_RELA
EGFR	CEBPB	EGFR_CEBPB
EGFR	NR4A1	EGFR_NR4A1
EGFR	MLX	EGFR_MLX
EGFR	POU4F2	EGFR_POU4F2
EGFR	ZBTB7A	EGFR_ZBTB7A
EGFR	GTF3A	EGFR_GTF3A
EGFR	BRCA1	EGFR_BRCA1
EGFR	FOXC2	EGFR_FOXC2
EGFR	AR	EGFR_AR
EGFR	SPI1	EGFR_SPI1
EGFR	SMARCA4	EGFR_SMARCA4
EGFR	HDAC4	EGFR_HDAC4
EGFR	FOXC1	EGFR_FOXC1
EGFR	MEN1	EGFR_MEN1
EGFR	NCOA2	EGFR_NCOA2
EGFR	NOTCH3	EGFR_NOTCH3
EGFR	CEBPD	EGFR_CEBPD
EGFR	GLI1	EGFR_GLI1
EGFR	ZEB1	EGFR_ZEB1
EGFR	CDX1	EGFR_CDX1
EGFR	DACH1	EGFR_DACH1
EGFR	SNAI2	EGFR_SNAI2
EGFR	FUS	EGFR_FUS
EGFR	PER1	EGFR_PER1
EGFR	THRB	EGFR_THRB
EGFR	BCL11A	EGFR_BCL11A
EGFR	MAX	EGFR_MAX
EGFR	NPM1	EGFR_NPM1
EGFR	SMURF2	EGFR_SMURF2
EGFR	FOXF2	EGFR_FOXF2
EGFR	POU2F2	EGFR_POU2F2
EGFR	HOXC10	EGFR_HOXC10
EGFR	NPAS2	EGFR_NPAS2
EGFR	KAT2B	EGFR_KAT2B
EGFR	BHLHE41	EGFR_BHLHE41
EGFR	TFEB	EGFR_TFEB
EGFR	HOXA7	EGFR_HOXA7
EGFR	IRF6	EGFR_IRF6
EGFR	PHB2	EGFR_PHB2
EGFR	EZH2	EGFR_EZH2
EGFR	RARA	EGFR_RARA
EGFR	NR4A2	EGFR_NR4A2
EGFR	PLAGL2	EGFR_PLAGL2
EGFR	HIF1A	EGFR_HIF1A
EGFR	TAF4	EGFR_TAF4
EGFR	DDIT3	EGFR_DDIT3
EGFR	ETV5	EGFR_ETV5
EGFR	TCFL5	EGFR_TCFL5
EGFR	PML	EGFR_PML
EGFR	PAWR	EGFR_PAWR
EGFR	RBL1	EGFR_RBL1
EGFR	TBX2	EGFR_TBX2
EGFR	FOXO4	EGFR_FOXO4
EGFR	ANKRD1	EGFR_ANKRD1
EGFR	SMARCB1	EGFR_SMARCB1
EGFR	FOXA2	EGFR_FOXA2
EGFR	DDB2	EGFR_DDB2
EGFR	ENO1	EGFR_ENO1
EGFR	FOXG1	EGFR_FOXG1
EGFR	POU3F2	EGFR_POU3F2
EGFR	NKX2-2	EGFR_NKX2-2
EGFR	NFKBIZ	EGFR_NFKBIZ
EGFR	AES	EGFR_AES
EGFR	RBPJ	EGFR_RBPJ
EGFR	E2F6	EGFR_E2F6
EGFR	GATA2	EGFR_GATA2
EGFR	LRRFIP1	EGFR_LRRFIP1
EGFR	KHDRBS1	EGFR_KHDRBS1
EGFR	PAX5	EGFR_PAX5
EGFR	GCM1	EGFR_GCM1
EGFR	ARID1B	EGFR_ARID1B
EGFR	HCFC1	EGFR_HCFC1
EGFR	SREBF2	EGFR_SREBF2
EPHA1	CNOT7	EPHA1_CNOT7
EPHA1	RUNX2	EPHA1_RUNX2
EPHA1	NR3C1	EPHA1_NR3C1
EPHA1	APC	EPHA1_APC
EPHA1	LMX1B	EPHA1_LMX1B
EPHA1	STAT2	EPHA1_STAT2
EPHA1	ELF1	EPHA1_ELF1
EPHA1	ZIC3	EPHA1_ZIC3
EPHA1	PAX3	EPHA1_PAX3
EPHA1	SPEN	EPHA1_SPEN
EPHA1	POU2F1	EPHA1_POU2F1
EPHA1	ZHX2	EPHA1_ZHX2
EPHA1	SP7	EPHA1_SP7
EPHA1	HIC1	EPHA1_HIC1
EPHA1	GABPA	EPHA1_GABPA
EPHA1	FOXD3	EPHA1_FOXD3
EPHA1	ATRX	EPHA1_ATRX
EPHA1	PAX2	EPHA1_PAX2
EPHA1	TRIB3	EPHA1_TRIB3
EPHA1	EVX1	EPHA1_EVX1
EPHA1	NANOG	EPHA1_NANOG
EPHA1	SNAI1	EPHA1_SNAI1
EPHA1	SMAD2	EPHA1_SMAD2
EPHA1	ZIC1	EPHA1_ZIC1
EPHA1	MYF6	EPHA1_MYF6
EPHA1	ESR1	EPHA1_ESR1
EPHA1	PBX1	EPHA1_PBX1
EPHA1	ATOH1	EPHA1_ATOH1
EPHA1	RAD51	EPHA1_RAD51
EPHA1	GATA3	EPHA1_GATA3
EPHA1	NR2F2	EPHA1_NR2F2
EPHA1	KLF4	EPHA1_KLF4
EPHA1	PAX6	EPHA1_PAX6
EPHA1	GLI3	EPHA1_GLI3
EPHA1	ASH1L	EPHA1_ASH1L
EPHA1	STAT1	EPHA1_STAT1
EPHA1	SATB2	EPHA1_SATB2
EPHA1	STAT5B	EPHA1_STAT5B
EPHA1	MEF2C	EPHA1_MEF2C
EPHA1	TCF3	EPHA1_TCF3
EPHA1	ELF3	EPHA1_ELF3
EPHA1	MTA2	EPHA1_MTA2
EPHA1	ABL1	EPHA1_ABL1
EPHA1	SOX10	EPHA1_SOX10
EPHA1	OLIG2	EPHA1_OLIG2
EPHA1	ATF6	EPHA1_ATF6
EPHA1	NEUROD1	EPHA1_NEUROD1
EPHA1	LDB1	EPHA1_LDB1
EPHA1	SPDEF	EPHA1_SPDEF
EPHA1	CTNNB1	EPHA1_CTNNB1
EPHA1	GATA4	EPHA1_GATA4
EPHA1	MYC	EPHA1_MYC
EPHA1	EGR1	EPHA1_EGR1
EPHA1	LHX2	EPHA1_LHX2
EPHA1	ZIC2	EPHA1_ZIC2
EPHA1	SMAD4	EPHA1_SMAD4
EPHA1	ASCL1	EPHA1_ASCL1
EPHA1	BRD7	EPHA1_BRD7
EPHA1	MTA1	EPHA1_MTA1
EPHA1	TCF7L2	EPHA1_TCF7L2
EPHA1	KLF2	EPHA1_KLF2
EPHA1	FOXM1	EPHA1_FOXM1
EPHA1	STAT4	EPHA1_STAT4
EPHA1	JUN	EPHA1_JUN
EPHA1	SETBP1	EPHA1_SETBP1
EPHA1	MYCN	EPHA1_MYCN
EPHA1	NKX2-1	EPHA1_NKX2-1
EPHA1	TRRAP	EPHA1_TRRAP
EPHA1	SOX9	EPHA1_SOX9
EPHA1	MTA3	EPHA1_MTA3
EPHA1	FOS	EPHA1_FOS
EPHA1	SRF	EPHA1_SRF
EPHA1	BPTF	EPHA1_BPTF
EPHA1	HDAC5	EPHA1_HDAC5
EPHA1	TBR1	EPHA1_TBR1
EPHA1	TP53	EPHA1_TP53
EPHA1	BIN1	EPHA1_BIN1
EPHA1	CREB1	EPHA1_CREB1
EPHA1	FOXP1	EPHA1_FOXP1
EPHA1	NR4A3	EPHA1_NR4A3
EPHA1	HEY2	EPHA1_HEY2
EPHA1	HNF4A	EPHA1_HNF4A
EPHA1	KAT6A	EPHA1_KAT6A
EPHA1	MYOG	EPHA1_MYOG
EPHA1	MYOD1	EPHA1_MYOD1
EPHA1	EGF	EPHA1_EGF
EPHA1	POU5F1	EPHA1_POU5F1
EPHA1	PTF1A	EPHA1_PTF1A
EPHA1	NR2F1	EPHA1_NR2F1
EPHA1	PROX1	EPHA1_PROX1
EPHA1	MZF1	EPHA1_MZF1
EPHA1	NFATC1	EPHA1_NFATC1
EPHA1	HOXB1	EPHA1_HOXB1
EPHA1	STAT6	EPHA1_STAT6
EPHA1	TWIST1	EPHA1_TWIST1
EPHA1	STAT5A	EPHA1_STAT5A
EPHA1	ETV4	EPHA1_ETV4
EPHA1	EGR2	EPHA1_EGR2
EPHA1	KAT5	EPHA1_KAT5
EPHA1	GBX2	EPHA1_GBX2
EPHA1	RORA	EPHA1_RORA
EPHA1	NF1	EPHA1_NF1
EPHA1	MAZ	EPHA1_MAZ
EPHA1	SOX2	EPHA1_SOX2
EPHA1	EP300	EPHA1_EP300
EPHA1	LEF1	EPHA1_LEF1
EPHA1	HEY1	EPHA1_HEY1
EPHA1	FOXP2	EPHA1_FOXP2
EPHA1	USF1	EPHA1_USF1
EPHA1	SIX1	EPHA1_SIX1
EPHA1	MDM2	EPHA1_MDM2
EPHA1	ETS1	EPHA1_ETS1
EPHA1	STAT3	EPHA1_STAT3
EPHA1	ISL1	EPHA1_ISL1
EPHA1	HSF4	EPHA1_HSF4
EPHA1	NR4A1	EPHA1_NR4A1
EPHA1	FOXC2	EPHA1_FOXC2
EPHA1	AR	EPHA1_AR
EPHA1	FOXC1	EPHA1_FOXC1
EPHA1	NOTCH3	EPHA1_NOTCH3
EPHA1	GLI1	EPHA1_GLI1
EPHA1	SNAI2	EPHA1_SNAI2
EPHA1	SMURF2	EPHA1_SMURF2
EPHA1	ELF2	EPHA1_ELF2
EPHA1	KAT2B	EPHA1_KAT2B
EPHA1	EZH2	EPHA1_EZH2
EPHA1	NR4A2	EPHA1_NR4A2
EPHA1	HIF1A	EPHA1_HIF1A
EPHA1	FOXA3	EPHA1_FOXA3
EPHA1	ENO1	EPHA1_ENO1
EPHA1	FOXG1	EPHA1_FOXG1
EPHA1	POU3F2	EPHA1_POU3F2
EPHA1	RBPJ	EPHA1_RBPJ
HTR2C	PPARD	HTR2C_PPARD
HTR2C	NR3C1	HTR2C_NR3C1
HTR2C	FOS	HTR2C_FOS
HTR2C	CREB1	HTR2C_CREB1
HTR2C	RB1	HTR2C_RB1
HTR2C	TFAP2B	HTR2C_TFAP2B
HTR2C	AHR	HTR2C_AHR
HTR2C	ESRRG	HTR2C_ESRRG
HTR2C	MECP2	HTR2C_MECP2
HTR2C	ESR1	HTR2C_ESR1
HTR2C	TBL1X	HTR2C_TBL1X
HTR2C	PPARA	HTR2C_PPARA
HTR2C	ZNF423	HTR2C_ZNF423
HTR2C	WT1	HTR2C_WT1
HTR2C	SOX2	HTR2C_SOX2
HTR2C	SP100	HTR2C_SP100
HTR2C	OTX2	HTR2C_OTX2
HTR2C	ESR2	HTR2C_ESR2
HTR2C	MLX	HTR2C_MLX
HTR2C	PER2	HTR2C_PER2
HTR2C	LCOR	HTR2C_LCOR
HTR2C	NR4A2	HTR2C_NR4A2
HTR2C	NPAS3	HTR2C_NPAS3
TNFRSF10B	STAT4	TNFRSF10B_STAT4
TNFRSF10B	JUN	TNFRSF10B_JUN
TNFRSF10B	E2F1	TNFRSF10B_E2F1
TNFRSF10B	RB1CC1	TNFRSF10B_RB1CC1
TNFRSF10B	MYCN	TNFRSF10B_MYCN
TNFRSF10B	RUNX2	TNFRSF10B_RUNX2
TNFRSF10B	NR3C1	TNFRSF10B_NR3C1
TNFRSF10B	RARG	TNFRSF10B_RARG
TNFRSF10B	NKX2-1	TNFRSF10B_NKX2-1
TNFRSF10B	HIPK2	TNFRSF10B_HIPK2
TNFRSF10B	STAT2	TNFRSF10B_STAT2
TNFRSF10B	BTG2	TNFRSF10B_BTG2
TNFRSF10B	ID1	TNFRSF10B_ID1
TNFRSF10B	GATA1	TNFRSF10B_GATA1
TNFRSF10B	DR1	TNFRSF10B_DR1
TNFRSF10B	NFE2L2	TNFRSF10B_NFE2L2
TNFRSF10B	FOS	TNFRSF10B_FOS
TNFRSF10B	TRAF6	TNFRSF10B_TRAF6
TNFRSF10B	FOXP3	TNFRSF10B_FOXP3
TNFRSF10B	XRCC6	TNFRSF10B_XRCC6
TNFRSF10B	NFKB2	TNFRSF10B_NFKB2
TNFRSF10B	E2F5	TNFRSF10B_E2F5
TNFRSF10B	MITF	TNFRSF10B_MITF
TNFRSF10B	HIC1	TNFRSF10B_HIC1
TNFRSF10B	TNFAIP3	TNFRSF10B_TNFAIP3
TNFRSF10B	RBL2	TNFRSF10B_RBL2
TNFRSF10B	IRF9	TNFRSF10B_IRF9
TNFRSF10B	TP53	TNFRSF10B_TP53
TNFRSF10B	CREB1	TNFRSF10B_CREB1
TNFRSF10B	MYB	TNFRSF10B_MYB
TNFRSF10B	TBP	TNFRSF10B_TBP
TNFRSF10B	RB1	TNFRSF10B_RB1
TNFRSF10B	HDAC3	TNFRSF10B_HDAC3
TNFRSF10B	YY1	TNFRSF10B_YY1
TNFRSF10B	BRCA2	TNFRSF10B_BRCA2
TNFRSF10B	TRIB3	TNFRSF10B_TRIB3
TNFRSF10B	E2F7	TNFRSF10B_E2F7
TNFRSF10B	AHR	TNFRSF10B_AHR
TNFRSF10B	NR4A3	TNFRSF10B_NR4A3
TNFRSF10B	NFKB1	TNFRSF10B_NFKB1
TNFRSF10B	MDM4	TNFRSF10B_MDM4
TNFRSF10B	TFDP1	TNFRSF10B_TFDP1
TNFRSF10B	NFKBIA	TNFRSF10B_NFKBIA
TNFRSF10B	NR1H4	TNFRSF10B_NR1H4
TNFRSF10B	SP1	TNFRSF10B_SP1
TNFRSF10B	E2F8	TNFRSF10B_E2F8
TNFRSF10B	SNAI1	TNFRSF10B_SNAI1
TNFRSF10B	DAXX	TNFRSF10B_DAXX
TNFRSF10B	TP73	TNFRSF10B_TP73
TNFRSF10B	E2F2	TNFRSF10B_E2F2
TNFRSF10B	ATF3	TNFRSF10B_ATF3
TNFRSF10B	HDAC2	TNFRSF10B_HDAC2
TNFRSF10B	HNF4A	TNFRSF10B_HNF4A
TNFRSF10B	NCOR1	TNFRSF10B_NCOR1
TNFRSF10B	ESR1	TNFRSF10B_ESR1
TNFRSF10B	PARP1	TNFRSF10B_PARP1
TNFRSF10B	XBP1	TNFRSF10B_XBP1
TNFRSF10B	IRF1	TNFRSF10B_IRF1
TNFRSF10B	BACH2	TNFRSF10B_BACH2
TNFRSF10B	NCOA3	TNFRSF10B_NCOA3
TNFRSF10B	EGF	TNFRSF10B_EGF
TNFRSF10B	PTF1A	TNFRSF10B_PTF1A
TNFRSF10B	VDR	TNFRSF10B_VDR
TNFRSF10B	AATF	TNFRSF10B_AATF
TNFRSF10B	NR2F1	TNFRSF10B_NR2F1
TNFRSF10B	ATF4	TNFRSF10B_ATF4
TNFRSF10B	MZF1	TNFRSF10B_MZF1
TNFRSF10B	HOXB1	TNFRSF10B_HOXB1
TNFRSF10B	NFKBIB	TNFRSF10B_NFKBIB
TNFRSF10B	NR2F2	TNFRSF10B_NR2F2
TNFRSF10B	STAT5A	TNFRSF10B_STAT5A
TNFRSF10B	CBFA2T3	TNFRSF10B_CBFA2T3
TNFRSF10B	ETV4	TNFRSF10B_ETV4
TNFRSF10B	FOXO3	TNFRSF10B_FOXO3
TNFRSF10B	CNOT8	TNFRSF10B_CNOT8
TNFRSF10B	WT1	TNFRSF10B_WT1
TNFRSF10B	HMGA2	TNFRSF10B_HMGA2
TNFRSF10B	ID2	TNFRSF10B_ID2
TNFRSF10B	DEDD	TNFRSF10B_DEDD
TNFRSF10B	NF1	TNFRSF10B_NF1
TNFRSF10B	STAT1	TNFRSF10B_STAT1
TNFRSF10B	STAT5B	TNFRSF10B_STAT5B
TNFRSF10B	E2F3	TNFRSF10B_E2F3
TNFRSF10B	EIF2AK2	TNFRSF10B_EIF2AK2
TNFRSF10B	BCL3	TNFRSF10B_BCL3
TNFRSF10B	EHF	TNFRSF10B_EHF
TNFRSF10B	SP100	TNFRSF10B_SP100
TNFRSF10B	IRF7	TNFRSF10B_IRF7
TNFRSF10B	EP300	TNFRSF10B_EP300
TNFRSF10B	ATM	TNFRSF10B_ATM
TNFRSF10B	KCNIP3	TNFRSF10B_KCNIP3
TNFRSF10B	RXRA	TNFRSF10B_RXRA
TNFRSF10B	IRF3	TNFRSF10B_IRF3
TNFRSF10B	RELB	TNFRSF10B_RELB
TNFRSF10B	ESR2	TNFRSF10B_ESR2
TNFRSF10B	FOXO1	TNFRSF10B_FOXO1
TNFRSF10B	ABL1	TNFRSF10B_ABL1
TNFRSF10B	MDM2	TNFRSF10B_MDM2
TNFRSF10B	STAT3	TNFRSF10B_STAT3
TNFRSF10B	DNMT1	TNFRSF10B_DNMT1
TNFRSF10B	CEBPA	TNFRSF10B_CEBPA
TNFRSF10B	NR1I3	TNFRSF10B_NR1I3
